Customer_ID,Discount,Order_Date,Order_ID,Price,Product_ID,Profit,Quantity,Row_ID,Ship_Date,Ship_Mode
JB-15400,0.2,14/9/2014,US-2014-100853,20.16,OFF-LA-10003148,6.552,4,145,19/9/2014,Standard Class
SH-20395,0,6/8/2017,CA-2017-168172,70,OFF-SU-10002573,21.036,4,146,10/8/2017,Standard Class
KD-16495,0,1/12/2015,US-2015-148817,63.96,OFF-BI-10004233,30.7008,4,147,7/12/2015,Standard Class
NF-18385,0,11/2/2014,CA-2014-127614,17.46,OFF-BI-10003291,8.2062,2,148,15/2/2014,Standard Class
ON-18715,0.2,1/3/2016,US-2016-151862,159,TEC-PH-10003535,13.9986,2,149,8/3/2016,Standard Class
JL-15235,0,5/6/2016,CA-2016-165169,360.38,OFF-ST-10001496,93.6988,2,150,11/6/2016,Standard Class
JM-15250,0,21/4/2017,CA-2017-128853,908.82,FUR-CH-10004218,227.205,9,151,23/4/2017,First Class
TS-21505,0.2,7/11/2017,CA-2017-152737,21.792,OFF-BI-10002982,7.6272,4,152,12/11/2017,Standard Class
DP-13105,0.2,13/4/2017,CA-2017-141663,7.92,OFF-FA-10004076,1.683,5,153,17/4/2017,Standard Class
JM-15535,0,24/12/2016,CA-2016-157259,799,FUR-FU-10003192,207.8856,9,154,28/12/2016,Standard Class
KF-16285,0,1/7/2017,US-2017-148362,443,OFF-ST-10001128,13.3176,4,155,8/7/2017,Standard Class
AW-10930,0,14/11/2017,US-2017-118157,15.28,OFF-EN-10004459,7.4872,2,156,17/11/2017,First Class
VB-21745,0.2,23/11/2015,CA-2015-111395,27.056,OFF-ST-10001291,2.3674,2,157,27/11/2015,Standard Class
VF-21715,0,25/7/2014,CA-2014-146528,6.48,OFF-PA-10002195,3.1752,1,158,27/7/2014,Second Class
LP-17095,0.2,6/6/2016,CA-2016-112830,82.64,FUR-FU-10004845,0,2,159,10/6/2016,Standard Class
PP-18955,0,8/9/2014,CA-2014-146815,3.52,OFF-AR-10003469,1.6896,2,160,13/9/2014,Standard Class
DP-13000,0.7,15/5/2016,CA-2016-141180,7.764,OFF-BI-10000301,-5.176,4,161,19/5/2016,Second Class
JD-16060,0,5/3/2017,CA-2017-168123,127.96,OFF-BI-10001071,62.7004,2,162,5/3/2017,Same Day
VM-21685,0,16/3/2017,US-2017-101539,6.48,OFF-PA-10001972,3.1104,1,163,18/3/2017,Second Class
JL-15130,0.2,11/4/2017,US-2017-100482,27.12,TEC-AC-10003441,-4.746,2,164,15/4/2017,Standard Class
LT-17110,0.3,13/3/2016,CA-2016-159373,557.585,FUR-TA-10004619,0,5,165,18/3/2016,Standard Class
BF-11005,0,21/11/2017,CA-2017-103380,9.02,OFF-FA-10004248,3.5178,2,166,25/11/2017,Standard Class
AA-10375,0,14/11/2016,CA-2016-131065,499.98,TEC-AC-10004145,114.9954,2,167,16/11/2016,Second Class
AD-10180,0,1/12/2017,CA-2017-143245,19.44,OFF-PA-10001972,9.3312,3,168,6/12/2017,Standard Class
SC-20380,0,19/5/2017,CA-2017-138975,286.93,OFF-PA-10000100,140.5957,7,169,23/5/2017,Standard Class
JA-15970,0,1/9/2016,CA-2016-116526,26.4,OFF-BI-10001116,12.672,5,170,5/9/2016,Standard Class
AD-10180,0,22/1/2017,CA-2017-127432,2999.95,TEC-CO-10003236,1379.977,5,171,27/1/2017,Standard Class
TC-21535,0,4/6/2015,US-2015-142020,30.44,OFF-PA-10004569,14.3068,4,172,8/6/2015,Second Class
TH-21115,0.2,18/4/2016,CA-2016-125087,1554.936,OFF-ST-10001780,77.7468,3,173,23/4/2016,Standard Class
HW-14935,0,31/10/2016,CA-2016-140130,332.94,OFF-ST-10001128,9.9882,3,174,5/11/2016,Standard Class
MB-17305,0.2,25/12/2015,CA-2015-144288,9.216,OFF-LA-10003190,3.3408,4,175,31/12/2015,Standard Class
MS-17710,0,4/4/2014,CA-2014-133228,5.47,FUR-FU-10004020,2.3521,1,176,9/4/2014,Standard Class
BS-11590,0.7,25/8/2014,CA-2014-107398,20,OFF-BI-10002103,-16.6848,8,177,30/8/2014,Standard Class
RW-19690,0,10/9/2017,CA-2017-110905,33.99,OFF-AP-10004785,14.6157,3,178,15/9/2017,Second Class
RB-19465,0,7/9/2014,CA-2014-117765,161.96,FUR-CH-10004698,45.3488,2,179,13/9/2014,Standard Class
DS-13030,0,9/7/2014,CA-2014-113271,5,OFF-AR-10003251,2.224,2,180,14/7/2014,Standard Class
MF-18250,0,23/12/2017,US-2017-162670,44.96,OFF-PA-10001994,20.6816,2,181,28/12/2017,Second Class
DK-12895,0,8/3/2015,CA-2015-105627,769.95,TEC-PH-10003012,223.2855,5,182,12/3/2015,Standard Class
EA-14035,0,21/2/2016,CA-2016-121447,135.8,FUR-FU-10001861,66.542,7,183,22/2/2016,First Class
VT-21700,0.2,6/6/2014,CA-2014-151897,100.24,OFF-LA-10001074,33,10,184,10/6/2014,Standard Class
AS-10090,0,22/9/2014,CA-2014-156160,13.04,OFF-AR-10003876,5.7376,4,185,29/9/2014,Standard Class
BD-11770,0.2,10/3/2016,US-2016-122182,39.992,TEC-AC-10002800,7.4985,1,186,14/3/2016,Standard Class
DB-13120,0.2,1/5/2015,CA-2015-161998,172,OFF-AR-10004022,10.794,6,187,5/5/2015,Standard Class
DB-13360,0.2,26/6/2015,CA-2015-143882,43,OFF-PA-10004040,15.6078,9,188,30/6/2015,Standard Class
FP-14320,0.2,13/4/2015,US-2015-168704,239.976,TEC-PH-10001061,17.9982,3,189,17/4/2015,Standard Class
CB-12025,0,11/9/2017,CA-2017-144484,32.36,FUR-FU-10000260,11.6496,4,190,11/9/2017,Same Day
GH-14410,0.2,30/6/2017,CA-2017-163006,1001,TEC-PH-10002584,125.198,2,191,4/7/2017,Second Class
LC-17050,0.4,2/11/2014,CA-2014-129147,50.232,TEC-PH-10001552,-10.0464,7,192,6/11/2014,Standard Class
SC-20260,0.2,31/8/2015,CA-2015-111514,137.24,OFF-BI-10002735,46.3185,5,193,2/9/2015,First Class
AP-10915,0.2,3/9/2017,CA-2017-146136,24.448,OFF-EN-10001219,8.8624,4,194,7/9/2017,Standard Class
PK-19075,0.2,14/12/2016,CA-2016-129126,23.12,OFF-BI-10000279,7.803,2,195,19/12/2016,Standard Class
NW-18400,0.7,21/6/2014,CA-2014-138317,9.006,OFF-BI-10000069,-7.2048,2,196,25/6/2014,Standard Class
MZ-17335,0,30/11/2017,CA-2017-107314,25.83,FUR-FU-10003489,9.5571,3,197,3/12/2017,First Class
DK-12835,0.2,21/10/2017,CA-2017-167094,28.4,TEC-AC-10003116,6.745,2,198,22/10/2017,First Class
HR-14770,0,14/1/2017,CA-2017-113278,67.8,TEC-PH-10000169,1.356,4,199,20/1/2017,Standard Class
PS-18970,0,9/5/2016,CA-2016-161158,8,OFF-AR-10000462,3.44,5,200,13/5/2016,Standard Class
DC-13285,0,7/12/2017,US-2017-136189,82.38,FUR-FU-10000175,25.5378,6,201,11/12/2017,Standard Class
MG-18145,0.2,3/9/2015,US-2015-138303,36.336,OFF-ST-10004963,-7.2672,3,202,7/9/2015,Standard Class
MS-17710,0.2,12/11/2016,CA-2016-134348,31,TEC-AC-10003447,1.999,2,203,19/11/2016,Standard Class
DW-13540,0,23/9/2017,CA-2017-132521,119.96,OFF-AP-10002191,33.5888,2,204,25/9/2017,Second Class
FH-14275,0.2,13/3/2017,CA-2017-162474,7.992,TEC-PH-10004700,2.5974,1,205,16/3/2017,First Class
IL-15100,0.2,4/9/2016,CA-2016-169971,3.912,OFF-AR-10002804,1.0269,1,206,9/9/2016,Standard Class
LC-16885,0,13/10/2016,CA-2016-145583,65.88,OFF-SU-10001218,18.4464,6,207,19/10/2016,Standard Class
EA-14035,0.2,20/6/2016,CA-2016-108581,95,TEC-AC-10001109,26.3912,4,208,26/6/2016,Standard Class
ON-18715,0,11/3/2016,CA-2016-118255,45.98,TEC-AC-10000171,19.7714,2,209,13/3/2016,First Class
DK-12835,0.2,31/10/2015,US-2015-164448,9.728,OFF-BI-10002949,3.2832,2,210,4/11/2015,Second Class
VP-21760,0,6/9/2014,CA-2014-130449,58.48,OFF-LA-10001934,27.4856,8,211,9/9/2014,First Class
EH-13990,0,23/5/2014,CA-2014-138513,12,OFF-PA-10003177,6.2208,2,212,27/5/2014,Standard Class
PP-18955,0,5/2/2016,US-2016-108504,18.84,FUR-FU-10004091,7.1592,3,213,5/2/2016,Same Day
AJ-10780,0.7,28/11/2016,CA-2016-123617,7.434,OFF-BI-10002976,-5.6994,6,214,3/12/2016,Standard Class
SP-20650,0,31/5/2015,CA-2015-124919,58,OFF-PA-10001950,26.271,7,215,2/6/2015,First Class
MA-17560,0,27/11/2015,CA-2015-130974,40.08,OFF-PA-10000743,19.2384,6,216,29/11/2015,Second Class
TS-21505,0,3/7/2017,CA-2017-106747,102.3,FUR-FU-10004188,26.598,1,217,4/7/2017,First Class
MH-17785,0,27/5/2014,CA-2014-124429,359.32,OFF-ST-10001809,7.1864,4,218,27/5/2014,Same Day
SM-20320,0,9/7/2017,CA-2017-145128,526.45,FUR-FU-10000293,31.587,5,219,14/7/2017,Standard Class
AP-10720,0.2,6/12/2016,US-2016-103674,437.472,OFF-BI-10002026,153.1152,14,220,10/12/2016,Standard Class
MC-17425,0,26/11/2016,CA-2016-133711,70.98,OFF-PA-10001685,34.7802,7,221,29/11/2016,First Class
JE-15745,0.8,21/5/2015,US-2015-168914,20.768,OFF-AP-10000358,-52.9584,8,222,27/5/2015,Standard Class
NP-18700,0.2,22/12/2014,CA-2014-142510,124.032,OFF-PA-10001289,44.9616,4,223,29/12/2014,Standard Class
SO-20335,0.2,9/9/2017,CA-2017-147228,8.832,OFF-SU-10001225,-1.9872,3,224,14/9/2017,Standard Class
BD-11320,0,15/8/2016,CA-2016-167241,17.94,OFF-ST-10001505,3.0498,3,225,22/8/2016,Standard Class
CB-12535,0.2,14/5/2015,CA-2015-100146,722.352,FUR-CH-10004495,81.2646,3,226,19/5/2015,Standard Class
LP-17095,0.2,5/9/2017,CA-2017-102736,89.568,TEC-AC-10004568,-1.1196,4,227,9/9/2017,Standard Class
MO-17800,0,29/8/2016,CA-2016-128727,22,TEC-PH-10003442,5.5,4,228,4/9/2016,Standard Class
